Empresa,COD_LOCAL,VELOC_VIA,VELOC_MARCA,VIA,SENTIDO,PISTA,Latitude,Longitude,Enquadramento_fiscalizados,Data_inicio_operacao,DESC_LOCAL,,,,,,,,,,,,,,,,,
L2,4465,50,58,,,,-23.580648,-46.586816,,1/0/1900,AVENIDA,PAES,DE,BARROS,"(CENTRO/BAIRRO),",NUMERO,3420,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
,5000,60,68,,,,,,,,RUA,DA,"CONSOLACAO,",NUMERO,1245,(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,
,5001,60,68,,,,,,,,RUA,DA,CONSOLACAO,A,MENOS,70M,DO,NUMERO,1813,"OPOSTO,",SENTIDO,CENTRO/BAIRRO,,,,,,
,5002,60,68,,,,,,,,ELEVADO,PR.,ARTUR,DA,COSTA,E,SILVA,A,MAIS,60M,DO,VD,CIDADE,DE,"OSAKA,",LAPA/PENHA,,
,5003,60,68,,,,,,,,ELEVADO,PR.,ARTUR,DA,COSTA,E,SILVA,A,MENOS,80M,DO,VD,CIDADE,DE,"OSAKA,PENHA/LAPA",,,
,5004,60,68,,,,,,,,ELEVADO,PRES,ARTUR,DA,COSTA,E,SILVA,A,MENOS,40M,DA,R,DA,"ASSEMBLEIA,",PENHA/LAPA,,,
,5005,60,68,,,,,,,,AVENIDA,EUSEBIO,"MATOSO,",NUMERO,"632,",SENTIDO,CENTRO/BAIRRO,,,,,,,,,,,
,5006,60,68,,,,,,,,AV,NOVE,DE,JULHO,A,MAIS,DE,70M,DO,TUNEL,DR,DAHER,E.,"CUTAIT,",SENT.,CENTRO/BAIRRO,,
,5007,60,68,,,,,,,,RUA,"VERGUEIRO,",NUMERO,363,(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,,
,5008,60,68,,,,,,,,AVENIDA,"LIBERDADE,",NUMERO,956,(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,,
,5009,60,68,,,,,,,,AVENIDA,LUIZ,DUMONT,"VILLARES,",NUMERO,"324,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,
,5010,60,68,,,,,,,,AVENIDA,LUIZ,DUMONT,"VILLARES,",NUMERO,200,"OPOSTO,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,
,5011,60,68,,,,,,,,AVENIDA,SANTOS,"DUMONT,",NUMERO,"2241,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,
,5012,60,68,,,,,,,,AV,SANTOS,DUMONT,A,MENOS,80M,DA,PASSARELA,GAZETA,DA,Z.,"NORTE,",SENTIDO,BAIR/CENT,,,,
,5013,60,68,,,,,,,,RUA,"GUAICURUS,",NUMERO,"742,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,,
,5014,50,58,,,,,,,,RUA,"TURIASSU,",NUMERO,"1799,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,,
,5015,60,68,,,,,,,,AV,PAULO,VI,A,MAIS,DE,70M,DO,VD,DR,JOAO,"TRANCHESI,",(SENTIDO,SUMARE,/,PINHEIROS),,
,5016,60,68,,,,,,,,AVENIDA,ERMANO,"MARCHETTI,",NUMERO,"1023,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,
,5017,60,68,,,,,,,,AVENIDA,FRANCISCO,"MATARAZZO,",NUMERO,"979,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,
,5018,60,68,,,,,,,,AVENIDA,FRANCISCO,"MATARAZZO,",NUMERO,"1350,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,
,5019,60,68,,,,,,,,AVENIDA,"PACAEMBU,",NUMERO,"420,","OPOSTO,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,
,5020,60,68,,,,,,,,AVENIDA,"PACAEMBU,",NUMERO,732,(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,,
,5021,60,68,,,,,,,,AV,SALIM,F,"MALUF,","EXPRESSA,",MENOS,70MDO,VD,ANTONIO,DE,P,"MONTEIRO,",SENT,VP/MARG,,,,
,5022,60,68,,,,,,,,AV,VER,ABEL,FERREIRA,A,MAIS,60M,DA,PCA,PROF,AUGUSTO,"BAILOT,",SENT.,CENTRO/BAIRRO,,,,
,5023,60,68,,,,,,,,AV,VER,ABEL,FERREIRA,A,MENOS,60M,DA,PCA,PROF,AUGUSTO,"BAILOT,",SEN.,BAIRRO/CENTRO,,,,
,5024,60,68,,,,,,,,RUA,MELO,FREIRE,A,MENOS,60M,DO,VIADUTO,PIRES,DO,"RIO,",(SENTIDO,BAIRRO/CENTRO),,,,,
,5025,60,68,,,,,,,,AVENIDA,CONDE,DE,"FRONTIM,",ALTURA,DA,RUA,DO,"RODEIO,",(SENTIDO,CENTRO/BAIRRO),,,,,,,
,5026,60,68,,,,,,,,AV,DR,LUIS,AYRES,A,MAIS,70M,DO,VD,"ITINGUCU,",(SENTIDO,CENTRO/BAIRRO),,,,,,
,5027,60,68,,,,,,,,AV,DR,LUIS,AYRES,A,MENOS,70M,DO,VD,"ITINGUCU,",(SENTIDO,BAIRRO/CENTRO),,,,,,
,5028,60,68,,,,,,,,AV,ARICANDUVA,A,MENOS,130M,DA,AV,AFONSO,DE,S.,E,"SOUZA,",(SENTIDO,BAIRRO/CENTRO),,,,
,5029,60,68,,,,,,,,AV,ARICANDUVA,A,MAIS,110M,DA,AV,AFONSO,DE,S.,E,SOUZA,(SENTIDO,CENTRO/BAIRRO),,,,
,5030,60,68,,,,,,,,AV,JOSE,PINHEIRO,BORGES,A,MENOS,290M,DA,AV,PROF,BRITO,"MACHADO,",SENTIDO,B/C,,,,
,5031,60,68,,,,,,,,AV,JOSE,PINHEIRO,BORGES,A,MAIS,290M,DA,AV,PROF,BRITO,"MACHADO,",SENTIDO,C/B,,,,
,5032,60,68,,,,,,,,RUA,"FUNCHAL,",NUMERO,411,(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,,
,5033,60,68,,,,,,,,AV,IBIRAPUERA,A,MAIS,60M,DA,RUA,PRESTES,"JOAO,",(SENTIDO,CENTRO/BAIRRO),,,,,,,
,5034,60,68,,,,,,,,RUA,"VERGUEIRO,",NUMERO,2469,"OPOSTO,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,
,5035,60,68,,,,,,,,RUA,"VERGUEIRO,",NßMERO,"2469,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,,
,5036,60,68,,,,,,,,RUA,DOMINGOS,DE,"MORAIS,",NUMERO,"2786,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,
,5037,60,68,,,,,,,,RUA,DOMINGOS,DE,"MORAIS,",NUMERO,"2777,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,
,5038,60,68,,,,,,,,AVENIDA,"JABAQUARA,",NUMERO,"385,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,,
,5039,60,68,,,,,,,,AVENIDA,"JABAQUARA,",NUMERO,"240,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,,
,5040,60,68,,,,,,,,AVENIDA,"JABAQUARA,",NUMERO,"2180,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,,
,5041,60,68,,,,,,,,AV,"JABAQUARA,",NUMERO,"2191,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,,
,5042,60,68,,,,,,,,AVENIDA,RICARDO,"JAFET,",NUMERO,"1900,",(SENTIDO,SﬁO,PAULO/SANTOS),,,,,,,,,,
,5043,60,68,,,,,,,,AVENIDA,RICARDO,"JAFET,",NUMERO,"2017,",(SENTIDO,SANTOS/SﬁO,PAULO),,,,,,,,,,
,5044,60,68,,,,,,,,AVENIDA,"NAZARE,",NUMERO,1177,"OPOSTO,",(SENTIDO,IPIRANGA/SACOMA),,,,,,,,,,,
,5045,60,68,,,,,,,,AV,DOM,PEDRO,"I,",PISTA,"EXPRESSA,",ALTURA,DO,NUMERO,566,(SENTIDO,SANTANA/IPIRANGA),,,,,,
,5046,60,68,,,,,,,,AV,DOM,PEDRO,"I,",PISTA,"EXPRESSA,",ALTURA,DO,NUMERO,385,(SENTIDO,IPIRANGA/SANTANA),,,,,,
,5047,60,68,,,,,,,,AV,CARLOS,CALDEIRA,A,MENOS,110M,DA,R,ROGERIO,DE,PAULA,"BRITO,",SENTIDO,B/C,,,,
,5048,60,68,,,,,,,,AVENIDA,PROFESSOR,FRANCISCO,"MORATO,",NUMERO,"2300,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,
,5049,60,68,,,,,,,,AVENIDA,PROFESSOR,FRANCISCO,"MORATO,",NUMERO,"2077,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,
,5050,60,68,,,,,,,,AV,SEN,TEOTONIO,VILELA,A,MAIS,70M,DA,AV,DO,"ARVOREIRO,",(SENTIDO,CENTRO/BAIRRO),,,,,
,5051,60,68,,,,,,,,AVENIDA,WASHINGTON,"LUIS,",NUMERO,"5815,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,
,5052,60,68,,,,,,,,AVENIDA,WASHINGTON,"LUIS,",NUMERO,5995,"OPOSTO,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,
,5053,60,68,,,,,,,,AVENIDA,WASHINGTON,"LUIS,",NUMERO,6809,"OPOSTO,",(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,
,5054,60,68,,,,,,,,AVENIDA,WASHINGTON,"LUIS,",NUMERO,"6675,",(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,
,5055,60,68,,,,,,,,AV,PROF,VICENTE,"RAO,",PISTA,"LOCAL,",NUMERO,429,"OPOSTO,",SENTIDO,MARG/DIADEMA,,,,,,,
,5056,60,68,,,,,,,,AV,PROF,VICENTE,"RAO,",PISTA,"EXPRESSA,",NUMERO,429,"OPOSTO,",SENTIDO,MARG/DIADEMA,,,,,,,
,5057,70,78,,,,,,,,AV,PRES,CASTELO,BRANCO,A,MAIS,70M,DA,PONTE,DAS,"BANDEIRAS,",CAST.,BRANCO/A.,SENNA,,,,
,5058,70,78,,,,,,,,AV,MARG,"TIETE,",PISTA,"CENTRAL,",A,MAIS,70M,DA,PT,DAS,"BANDEIRAS,",CAST,BCO/,A,SENNA,,
,5059,50,58,,,,,,,,AV,ASSIS,CHATEAUBRIAND,PTA,LOCAL,A,MENOS,70M,DA,PT,DAS,"BANDEIRAS,",A,SENNA/C,BCO,,,
,5060,50,58,,,,,,,,AV,MARG,"TIETE,",PISTA,"CENTRAL,",A,MENOS70M,DA,PTE,DAS,"BANDEIRAS,",A,SENNA/C,BRANC,,,,
,5061,90,98,,,,,,,,AV,MARG,PINHEIROS,A,MENOS,70M,DA,PTE,ENG,ROBERTO,R,"ZUCCOLO,",INTERLAGOS/C,BRANCO,,,,
,5062,70,78,,,,,,,,R,SAO,BONIFACIO,A,MAIS,70M,DA,PTE,ENG,ROBERTO,R,"ZUCCOLO,",CAS.BRANCO/INTERLAGOS,,,,,
,5063,60,68,,,,,,,,AVENIDA,DOS,"BANDEIRANTES,",NUMERO,2845,(SENTIDO,IMIGRANTES/MARGINAL),,,,,,,,,,,
,5064,60,68,,,,,,,,AVENIDA,DOS,"BANDEIRANTES,",NUMERO,3000,(SENTIDO,MARGINAL/IMIGRANTES),,,,,,,,,,,
,5065,40,48,,,,,,,,RUA,DA,CONSOLACAO,X,R,DR,BRAULIO,GOMES,(SENTIDO,UNICO),,,,,,,,
,5066,40,48,,,,,,,,RUA,XAVIER,DE,TOLEDO,NUMERO,125,(SENTIDO,UNICO),,,,,,,,,,
,5067,40,48,,,,,,,,RUA,LIBERO,BADARO,NUMERO,509,(SENTIDOUNICO),,,,,,,,,,,,
,5068,40,48,,,,,,,,AV.,RIO,BRANCO,NUMERO,53,(SENTIDO,BAIRRO/CENTRO),,,,,,,,,,,
,5069,40,48,,,,,,,,AV.,RIO,BRANCO,NUMERO,66,(SENTIDO,CENTRO/BAIRRO),,,,,,,,,,,
,5070,40,48,,,,,,,,LARGO,SAO,FRANCISCO,NUMERO,133,(SENTIDO,UNICO),,,,,,,,,,,
,5071,40,48,,,,,,,,RUA,FLORENCIO,DE,ABREU,NUMERO,376,(SENTIDO,UNICO),,,,,,,,,,
,5072,40,48,,,,,,,,RUA,VENCESLAU,BRAS,NUMERO,141,(SENTIDO,UNICO),,,,,,,,,,,
,5073,40,48,,,,,,,,LARGO,DO,PAISSANDU,NUMERO,91,(SENTIDOUNICO),,,,,,,,,,,,
,5074,50,58,,,,,,,,AV.,PAULISTA,NUMERO,2300,(SENTIDO,PARAISO/CONSOLACAO),,,,,,,,,,,,
,5075,50,58,,,,,,,,AV.,PAULISTA,NUMERO,2163,(SENTIDO,CONSOLACAO/PARAISO),,,,,,,,,,,,
,5076,50,58,,,,,,,,AV.,PAULISTA,NUMERO,326,(SENTIDO,PARAISO/CONSOLACAO),,,,,,,,,,,,
,5077,50,58,,,,,,,,AV.,PAULISTA,NUMERO,227,(SENTIDO,CONSOLACAO/PARAISO),,,,,,,,,,,,
,5078,50,58,,,,,,,,AV.,PAULISTA,NUMERO,1682,(SENTIDO,PARAISO/CONSOLACAO),,,,,,,,,,,,
,5079,50,58,,,,,,,,AV.,PAULISTA,OPOSTO,NUMERO,1578,(SENTIDO,CONSOLACAO/PARAISO),,,,,,,,,,,
L3,5080,50,58,,,,-23524955,-46698126,,7/30/2014,RUA,CLELIA,"(BAIRRO/CENTRO),",NUMERO,1607,,,,,,,,,,,,,
L3,5081,50,58,,,,-23524991,-46691828,,7/30/2014,RUA,CLELIA,"(BAIRRO/CENTRO),",NUMERO,939,,,,,,,,,,,,,
,5082,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,5866,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5083,60,68,,,,-23580333,-46681204,,9/26/2014,AVENIDA,NOVE,DE,JULHO,"(CENTRO/BAIRRO),",NUMERO,5866,,,,,,,,,,,
L3,5084,60,68,,,,-23622294,-46640164,,8/30/2014,AVENIDA,JABAQUARA,"(CENTRO/BAIRRO),",NUMERO,2046,,,,,,,,,,,,,
L3,5085,60,68,,,,-23573408,-4661088,,8/15/2014,AVENIDA,DOM,PEDRO,I,"(MOOCA/IPIRANGA),NUMERO",920,,,,,,,,,,,,
L3,5086,60,68,,,,-23573436,-46611020,,8/15/2014,AVENIDA,DOM,PEDRO,I,"(IPIRANGA/MOOCA),NUMERO",909,,,,,,,,,,,,
,5087,50,58,,,,,,,,AV,MARQUES,DE,SAO,VICENTE,"(BAIRRO/CENTRO),",NUMERO,425-FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5088,60,68,,,,,,,,AVENIDA,MARQUES,DE,SAO,VICENTE,"(BAIRRO/CENTRO),",NUMERO,425,,,,,,,,,,
,5089,50,58,,,,,,,,AV,MARQUES,DE,SAO,VICENTE,(B/C),A,MAIS,80M,DO,NR,2853-FAIXA,EXCLUSIVA,DE,ONIBUS,,,
L3,5090,60,68,,,,-23515897,-46687576,,1/8/2015,AVENIDA,MARQUES,DE,SAO,VICENTE,"(BAIRRO/CENTRO),",A,MAIS,80,METROS,DO,NUMERO,2853,,,,,
,5091,50,58,,,,,,,,AV,MARQUES,DE,SAO,VICENTE,(CENTRO/BAIRRO),NUMERO,2898-FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5092,60,68,,,,-23580411,-46681087,,12/19/2014,AVENIDA,MARQUES,DE,SAO,VICENTE,"(CENTRO/BAIRRO),",NUMERO,2898,,,,,,,,,,
,5093,50,58,,,,,,,,PCA,PASCOAL,MARTINS,(C/B),A,MAIS,40M,DA,AV,MQ,DE,SAO,VICENTE,(FX,EXC,DE,ONIBUS),
L3,5094,60,68,,,,-23519312,-46674294,,12/3/2014,PCA,PASCOAL,MARTINS,"(CENTRO/BAIRRO),",A,MAIS,40M,DA,AV,MARQUES,DE,SAO,VICENTE,,,,,
,5095,50,58,,,,,,,,AV,ORDEM,E,PROGRESSO,(CENTRO/BAIRRO),OPOSTO,AO,NR,95,#NAME?,EXCLUSIVA,DE,ONIBUS,,,,,
,5096,60,68,,,,,,,,AVENIDA,ORDEM,E,PROGRESSO,"(CENTRO/BAIRRO),",OPOSTO,AO,NUMERO,95,,,,,,,,,
,5097,60,68,,,,,,,,AVENIDA,ABRAO,RIBEIRO,(CENTRO/BAIRRO),X,AVENIDA,MARQUES,DE,SAO,VICENTE,,,,,,,,
L3,5098,60,68,,,,-23569381,-46672118,,8/23/2014,AVENIDA,BRASIL,(PINHEIROS/IBIRAPUERA),X,RUA,COLOMBIA,,,,,,,,,,,,
,5099,50,58,,,,,,,,AV,FRANCISCO,MATARAZZO,(CENTRO/BAIRRO),X,R,BARAO,DE,TEFE-FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
L3,5100,60,68,,,,-23526128,-46676669,,7/30/2014,AV,FRANCISCO,MATARAZZO,(CENTRO/BAIRRO),X,RUA,BARAO,DE,TEFE,,,,,,,,,
,5101,60,68,,,,,,,,COMPLEXO,VIARIO,AYRTON,SENNA,"(C/B),",AMAIS,50,METROS,DA,AV,VINTE,E,TRES,DE,MAIO,,,
,5102,60,68,,,,,,,,AVENIDA,DR,RICARDO,JAFET,(IMIGRANTES/IPIRANGA),A,MENOS,10,METROS,DA,RUA,SAIOA,,,,,,
,5103,70,78,,,,,,,,AV,VINTE,E,TRES,DE,MAIO,(AEROPORTO/SANTANA),A,MAIS,134M,DO,ACESSO,A,R,PEDROSO,,,
,5104,70,78,,,,,,,,AV,VINTE,E,TRES,DE,MAIO,(SANT/AEROPORT),A,MAIS,183M,DA,R,ASDRUBAL,DO,NASCIMENTO,,,
,5105,70,78,,,,,,,,AV,VINTE,E,TRES,DE,MAIO,(SANTANA/AEROPORTO),A,MENOS,100M,DO,C.V.,AYRTON,SENNA,,,,
,5106,70,78,,,,,,,,AV,VINTE,E,TRES,DE,MAIO,(AER/SANT),A,MAIS,100M,DO,ACESSO,A,R,DR,LUIS,F,SOBRINHO
,5107,50,58,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,5617,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,
,5108,60,68,,,,,,,,AVENIDA,NOVE,DE,JULHO,"(BAIRRO/CENTRO),",NUMERO,5617,,,,,,,,,,,
,5109,50,58,,,,,,,,PCA,PASCOAL,MARTINS,(B/C),A,MAIS,40M,DA,AV,MQ,DE,SAO,VICENTE,-,FX,EXC,DE,ONIBUS
L3,5110,60,68,,,,-23519427,-46674935,,12/19/2014,PCA,PASCOAL,MARTINS,"(BAIRRO/CENTRO),",A,MAIS,40M,DA,AV,MARQUES,DE,SAO,VICENTE,,,,,
,5111,50,58,,,,,,,,AVENIDA,SANTO,AMARO,"(BAIRRO/CENTRO),",NUMERO,2587,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5112,60,68,,,,-23606786,-46675916,,10/17/2014,AVENIDA,SANTO,AMARO,"(BAIRRO/CENTRO),",NUMERO,2587,,,,,,,,,,,,
,5113,50,58,,,,,,,,AVENIDA,SANTO,AMARO,"(CENTRO/BAIRRO),",NUMERO,2524,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5114,60,68,,,,,,,,AVENIDA,SANTO,AMARO,"(CENTRO/BAIRRO),",NUMERO,2524,,,,,,,,,,,,
L3,5115,60,68,,,,-23352017,-46355231,,9/6/2014,AVENIDA,DAS,JUNTAS,PROVISORIAS,"(ANCHIETA/MOOCA),",NUMERO,295,,,,,,,,,,,
,5116,50,58,,,,,,,,AVENIDA,IBIRAPUERA,"(CENTRO/BAIRRO),",NUMERO,3398,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,,
L3,5117,50,58,,,,-23611636,-46669858,,8/15/2014,AVENIDA,IBIRAPUERA,"(CENTRO/BAIRRO),",NUMERO,3398,,,,,,,,,,,,,
,5118,60,68,,,,,,,,AVENIDA,DUQUE,DE,CAXIAS,"(CENTRO/BAIRRO),",NUMERO,219,,,,,,,,,,,
L3,5119,50,58,,,,-23579959,-46639596,,11/15/2014,RUA,VERGUEIRO,"(CENTRO/BAIRRO),",NUMERO2016,,,,,,,,,,,,,,
L3,5120,60,68,,,,-23598656,-46597452,,10/17/2014,AVENIDA,JUNTAS,PROVISORIAS,"(MOOCA/ANCHIETA),",NUMERO,1338,,,,,,,,,,,,
L3,5121,50,58,,,,-23527030,-46682791,,10/25/2014,AVENIDA,POMPEIA,(BARRA,"FUNDA/POMPEIA),",OPOSTO,NUMERO,227,,,,,,,,,,,
L3,5122,50,58,,,,-23527001,-46682596,,10/25/2014,AVENIDA,POMPEIA,(POMPEIA/BARRA,"FUNDA),",NUMERO,227,,,,,,,,,,,,
,5123,50,58,,,,,,,,AVENIDA,SAO,JOAO,"(BAIRRO/CENTRO),",NUMERO,2139,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5124,60,68,,,,-23535441,-46652877,,12/20/2014,AVENIDA,SAO,JOAO,"(BAIRRO/CENTRO),",NUMERO,2139,,,,,,,,,,,,
,5125,50,58,,,,,,,,RUA,TEODORO,SAMPAIO,"(BAIRRO/CENTRO),",NUMERO,1316,,,,,,,,,,,,
L3,5126,60,68,,,,-23527637,-46674275,,9/26/2014,AV,ANTARTICA,(MARGINAL,TIETE/PINHEIROS),A,MAIS,10,METROS,DO,VIADUTO,ANTARTICA,,,,,,,
L3,5127,60,68,,,,-2359263,-46648363,,9/6/2014,RUA,SENA,MADUREIRA,(IBIRAPUERA/VILA,"MARIANA),",NUMERO,1355,,,,,,,,,,,
L3,5128,60,68,,,,-23550777,-46660236,,1/0/1900,AVENIDA,ANGELICA,(CENTRO/BAIRRO),X,RUA,CORONEL,JOSE,EUSEBIO,,,,,,,,,,
,5129,60,68,,,,,,,,RUA,ESTADOS,UNIDOS,(ITAIM/PINHEIROS),X,AVENIDA,REBOUCAS,,,,,,,,,,,
,5130,50,58,,,,,,,,AVENIDA,IBIRAPUERA,(BAIRRO/CENTRO),X,AVENIDA,MOACI,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5131,50,58,,,,,,,,AVENIDA,IBIRAPUERA,(BAIRRO/CENTRO),X,AVENIDA,MOACI,,,,,,,,,,,,
,5132,50,58,,,,,,,,AVENIDA,SANTO,AMARO,(BAIRRO/CENTRO),X,RUA,AFONSO,BRAZ,-,FX,EXCLUSIVA,DE,ONIBUS,,,,,
L3,5133,60,68,,,,-23595138,-46672909,,11/15/2014,AVENIDA,SANTO,AMARO,(BAIRRO/CENTRO),X,RUA,AFONSO,BRAZ,,,,,,,,,,
,5134,50,58,,,,,,,,AVENIDA,SANTO,AMARO,"(CENTRO/BAIRRO),",NUMERO,898,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
,5135,60,68,,,,,,,,AVENIDA,SANTO,AMARO,"(CENTRO/BAIRRO),",NUMERO,898,,,,,,,,,,,,
,5136,50,58,,,,,,,,AV,IBIRAPUERA,(BAIRRO/CENTRO),X,AV,CHIBARAS,-,FAIXA,EXCLUSIVA,DE,ONIBUS,,,,,,,
L3,5137,50,58,,,,-2336686,-46393763,,10/17/2014,AVENIDA,IBIRAPUERA,(BAIRRO/CENTRO),X,AVENIDA,CHIBARAS,,,,,,,,,,,,
,5138,50,58,,,,,,,,AV,SAO,GABRIEL,(CENTRO/BAIRRO),X,R,PEDROSO,ALVARENGA,-,FX,EXCL.,DE,ONIBUS,,,,,
,5139,60,68,,,,,,,,AVENIDA,SAO,GABRIEL,(CENTRO/BAIRRO),X,RUA,PEDROSO,ALVARENGA,,,,,,,,,,
L3,5140,40,48,,,,-23588810,-46676408,,9/4/2014,R,JOAO,CACHOEIRA,(PINHEIROS/ITAIM),X,AV,PRES,JUSCELINO,KUBTISCHECK,,,,,,,,,
L3,5141,50,58,,,,-23544927,-46691012,,10/25/2014,AVENIDA,POMPEIA,(POMPEIA/BARRA,FUNDA),X,RUA,NESTOR,VITOR,,,,,,,,,,
L3,5142,40,48,,,,-23321050,-46411075,,11/13/2014,AV,PROF,ALFONSO,BOVERO,(CENTRO/BAIRRO),X,RUA,TUCUNA,,,,,,,,,,
,5143,50,58,,,,,,,,AVENIDA,BRIGADEIRO,FARIA,LIMA,"(PINHEIROS/ITAIM),",NUMERO,1134,,,,,,,,,,,
,5144,50,58,,,,,,,,AVENIDA,BRIGADEIRO,FARIA,LIMA,"(PINHEIROS/ITAIM),",NUMERO,2668,,,,,,,,,,,
L3,5145,40,48,,,,-23567012,-46688934,,8/26/2014,RUA,ARTUR,DE,AZEVEDO,(CENTRO/BAIRRO),X,AVENIDA,PEDROSO,DE,MORAIS,,,,,,,,
L3,5146,50,58,,,,-23568070,-46652453,,1/9/2015,ALAMEDA,JAU,(PARAISO/CONSOLACAO),X,ALAMEDA,JOAQUIM,EUGENIO,DE,LIMA,,,,,,,,,
L3,5147,50,58,,,,-23341033,-46393415,,10/7/2014,RUA,PAMPLONA,(CENTRO/BAIRRO),X,ALAMEDA,LORENA,,,,,,,,,,,,
L3,5148,50,58,,,,-23584251,-4667345,,11/13/2014,RUA,JOAQUIM,FLORIANO,(CENTRO/BAIRRO),X,RUA,DOUTOR,RENATO,PAES,DE,BARROS,,,,,,,
L3,5149,50,58,,,,-23574272,-46650406,,8/21/2014,R,DR,RAFAEL,DE,BARROS,(CENTRO/BAIRRO),X,RUA,TUTOIA,,,,,,,,,
L3,5150,50,58,,,,-23548185,-46657272,,1/0/1900,RUA,SERGIPE,(BAIRRO/CENTRO),X,RUA,ITACOLOMI,,,,,,,,,,,,
L3,5151,60,68,,,,-23335552,-46405687,,12/20/2014,RUA,DOS,PINHEIROS,(BAIRRO/CENTRO),X,RUA,DOUTOR,VIRGILIO,DE,CARVALHO,PINTO,,,,,,,
L3,5152,60,68,,,,-23560955,-46701673,,9/4/2014,AVENIDA,PROFESSOR,FREDERICO,HERMAN,JUNIOR,"(BAIRRO/CENTRO),",NUMERO,345,,,,,,,,,,
,5153,60,68,,,,,,,,PRACA,AMADEU,AMARAL,(CENTRO/BAIRRO),X,RUA,TREZE,DE,MAIO,,,,,,,,,
L3,5154,50,58,,,,-23335461,-46412596,,10/25/2014,AV,PEDROSO,DE,MORAIS,(PINHEIROS/ITAIM),X,RUA,TEODORO,SAMPAIO,,,,,,,,,
L3,5155,60,68,,,,-23554663,-46648799,,1/29/2015,AVENIDA,NOVE,DE,JULHO,(CENTRO/BAIRRO),X,RUA,PAIM,,,,,,,,,,
L3,5156,40,48,,,,-23559259,-46664871,,9/26/2014,RUA,BELA,CINTRA,(BAIRRO/CENTRO),X,ALAMEDA,ITU,,,,,,,,,,,
L3,5157,40,48,,,,-23563925,-46668075,,1/0/1900,RUA,OSCAR,FREIRE,(CONSOLACAO/PARAISO),X,RUA,HADDOCK,LOBO,,,,,,,,,,
,5158,40,48,,,,,,,,AL,BARAO,DE,LIMEIRA,(CENTRO/BAIRRO),X,AL,NOTHMANN,,,,,,,,,,
L3,5159,40,48,,,,-23573043,-46644992,,9/26/2014,RUA,CUBATAO,(CONSOLACAO/PARAISO),X,RUA,SAMPAIO,VIANA,,,,,,,,,,,
,5160,40,48,,,,,,,,RUA,DOUTOR,ALBERTO,SEABRA,"(PINHEIROS/LAPA),",NUMERO,966,,,,,,,,,,,
,5161,40,48,,,,,,,,RUA,DOUTOR,ALBERTO,SEABRA,"(LAPA/PINHEIROS),",NUMERO,959,,,,,,,,,,,
,5162,40,48,,,,,,,,RUA,APINAJES,"(PERDIZES/PINHEIROS),",NUMERO,1694,,,,,,,,,,,,,
